N,P,K,temperature,humidity,ph,rainfall,label_encoded,district_encoded,pest,GDD
34,47,19,27.31372793,85.44815232,6.568795404,53.15223123,8,37,1,17.31372793
21,44,18,27.06909959,86.89934108,7.12851089,50.46746116,8,8,1,17.06909959
17,58,20,28.06642822,85.91625451,6.42937879,39.23831035,8,14,1,18.06642822
25,40,21,27.73329078,81.13903037,6.248900919,44.17580911,8,27,1,17.73329078
2,38,18,27.53632932,89.92908171,6.619891498,45.48591922,8,24,1,17.53632932
9,48,20,29.66461594,84.28187572,6.377568542,56.09542002,8,16,1,19.66461594
37,49,25,29.9145443,85.85384444,6.415459592,41.39081525,8,20,1,19.9145443
36,38,15,28.36363858,87.59810657,6.320662012,57.99524359,8,14,1,18.36363858
40,58,15,29.46416042,87.60890009,6.978400282,43.15411472,8,14,1,19.46416042
30,44,16,29.73013036,82.89166381,6.442335593,50.91511275,8,14,1,19.73013036
1,59,23,27.46852989,87.17649,7.184398832,43.78420984,8,14,1,17.46852989
9,48,22,27.77076285,87.09979549,6.402926221,49.50812624,8,2,1,17.77076285
14,41,17,29.12939524,88.48312598,7.085982325,36.45012824,8,2,1,19.12939524
35,52,19,27.10606808,89.89593328,6.698574085,37.45680611,8,2,1,17.10606808
31,48,17,28.88078945,86.94206817,6.594739424,53.79732545,8,10,1,18.88078945
4,41,20,28.14720892,83.8001509,6.647965508,37.44800463,8,10,1,18.14720892
30,37,25,29.89129144,80.14487166,7.120032489,54.7960127,8,10,1,19.89129144
9,35,20,27.41503453,80.98004661,6.91380932,40.53173216,8,32,1,17.41503453
20,41,20,29.27308605,89.4875022,7.073048264,50.9246554,8,1,1,19.27308605
37,50,23,29.65296893,88.48587386,6.5304707,56.01913159,8,3,1,19.65296893
34,35,21,28.44524991,82.67639542,6.684381357,58.18713162,8,30,1,18.44524991
14,37,15,27.96235681,83.97586797,6.581351374,48.9366954,8,7,1,17.96235681
23,39,22,29.25649321,81.97952224,6.86483915,42.02483277,8,19,1,19.25649321
5,45,21,28.36291385,88.00989267,6.487124217,43.05130077,8,22,1,18.36291385
22,37,20,27.62749466,86.49366929,6.605733068,39.26137642,8,38,1,17.62749466
40,51,17,28.66086349,86.12194568,6.860602782,50.01534317,8,16,1,18.66086349
27,56,20,29.2114218,87.11497805,6.41874299,51.53848218,8,20,1,19.2114218
31,40,22,29.40889385,86.16063492,6.365513634,53.35486977,8,24,1,19.40889385
38,36,21,28.02952623,84.8845732,6.556372966,36.12042927,8,29,1,18.02952623
6,37,17,28.08657178,80.35005927,6.760694228,38.14476781,8,33,1,18.08657178
6,47,18,29.16174608,80.28038146,6.715276663,40.16545979,8,28,1,19.16174608
24,44,17,29.8596912,80.03499648,6.666380512,50.66487502,8,15,1,19.8596912
25,59,19,29.06631494,83.6869203,6.626629798,43.95183726,8,18,1,19.06631494
32,56,21,27.38538997,88.66663953,6.702772465,58.29933073,8,26,1,17.38538997
8,45,18,27.93034941,85.42058715,7.011030515,43.25095608,8,35,1,17.93034941
19,39,17,29.2808618,81.8009244,6.890156495,44.47427436,8,11,1,19.2808618
39,37,15,28.9973145,83.78911515,6.821747052,59.84499208,8,9,1,18.9973145
33,37,19,27.92678579,86.5543196,7.183189922,43.4826194,8,27,1,17.92678579
26,54,17,28.5474135,88.9570454,6.27258822,49.4897245,8,36,1,18.5474135
21,51,15,29.36488409,89.1886954,6.679127482,48.30159325,8,10,1,19.36488409
22,54,20,28.56149805,83.63802195,6.689825155,41.013132,8,10,1,18.56149805
29,45,16,28.43683487,87.91332682,6.583381939,43.12063289,8,10,1,18.43683487
4,40,21,28.79728147,80.45744422,6.725551062,44.30070517,8,4,1,18.79728147
10,37,22,28.7275267,89.12760359,7.069747814,58.52974279,8,14,1,18.7275267
4,44,19,27.95639663,83.52706038,6.921993878,43.25726752,8,8,1,17.95639663
20,45,17,28.17458662,83.69659318,6.770955317,37.2464655,8,2,1,18.17458662
23,45,23,28.77653519,86.69133979,6.983130466,56.12443206,8,23,1,18.77653519
25,48,21,28.438097,83.48991368,6.267684328,52.55469976,8,36,1,18.438097
56,79,15,29.48439992,63.19915325,7.454532137,71.89090748,1,0,0,19.48439992
25,62,21,26.73433965,68.13999721,7.040056094,67.15096376,1,31,0,16.73433965
42,61,22,26.27274407,62.28814857,7.418650668,70.23207557,1,12,0,16.27274407
42,73,25,34.03679184,67.21113844,6.501869314,73.23573601,1,13,0,24.03679184
44,58,18,28.03644051,65.06601664,6.814410928,72.49507741,1,5,0,18.03644051
50,55,16,28.81460716,65.33538112,7.581442888,62.26242533,1,34,0,18.81460716
35,72,21,34.03619494,64.28791388,7.741418772,66.85510868,1,17,0,24.03619494
30,64,20,33.8642935,61.57072498,6.573531614,68.02199825,1,23,0,23.864293500000002
27,64,21,32.84213012,68.68401492,7.543804223,73.67166182,1,2,0,22.84213012
50,74,17,27.10053268,63.36085585,6.5408208,73.84949872,1,8,0,17.10053268
39,73,24,25.65842532,61.18235808,7.22405917,69.28607828,1,37,0,15.65842532
57,67,25,32.34744009,66.61452812,7.551364319,64.55882254,1,14,0,22.34744009
52,63,19,29.58949031,68.32176769,6.928898659,67.53021213,1,10,0,19.58949031
55,66,22,30.91219459,68.79427388,7.747775263,66.63830637,1,21,0,20.91219459
51,56,18,28.12787838,64.2097765,6.706505915,70.86340755,1,36,0,18.12787838
36,66,15,30.08545364,69.34811988,6.668238556,67.1367443,1,27,0,20.08545364
59,55,19,31.74379487,62.51007687,7.332375138,68.97097538,1,9,0,21.74379487
50,58,23,27.81326852,62.50460464,7.596802025,69.75555541,1,11,0,17.81326852
30,65,25,32.88733849,64.59457409,7.70650895,71.50569456,1,35,0,22.887338489999998
20,62,18,29.36358721,64.98742947,7.366542647,61.91208707,1,26,0,19.36358721
58,71,15,27.82592799,67.5861883,6.919243702,74.01229707,1,18,0,17.82592799
25,71,24,28.49538735,60.44848407,7.187721818,74.91559514,1,15,0,18.49538735
52,71,16,27.74274761,68.53997144,7.075886472,71.78615328,1,28,0,17.74274761
40,63,18,30.41588462,67.66323804,6.74441168,63.02473185,1,33,0,20.41588462
20,60,25,27.3254209,69.09047809,6.726469088,61.19250859,1,29,0,17.3254209
48,61,21,30.28496619,61.69295127,6.628264883,65.62859526,1,24,0,20.28496619
49,68,22,28.56840626,61.53278622,7.127064207,63.49726331,1,20,0,18.56840626
48,62,15,25.36586097,66.6379724,7.538631462,65.81655892,1,16,0,15.36586097
32,66,17,34.9466155,65.26774011,7.162357641,70.1415139,1,38,0,24.9466155
21,63,22,25.09737391,67.72837887,6.859409487,74.61649888,1,25,0,15.097373910000002
20,72,19,32.47648301,64.34848735,7.397190844,65.820457,1,19,0,22.476483010000003
25,65,21,33.86351172,68.59232289,6.880245789,69.24464096,1,6,0,23.863511719999998
41,78,21,25.19857725,60.37332688,6.581313137,70.88787207,1,30,0,15.19857725
53,67,17,31.77681682,69.01852894,7.296972161,61.46892873,1,1,0,21.77681682
39,60,21,34.89814946,63.59948557,6.97297656,64.72797143,1,32,0,24.89814946
25,76,17,31.74105409,68.63525428,7.241148507,62.3061735,1,1,0,21.74105409
21,78,19,27.16159076,66.76017239,6.92009048,69.85112265,1,10,0,17.16159076
57,60,17,26.23773129,67.88521396,7.504608385,73.58663968,1,21,0,16.23773129
56,75,15,30.20157245,60.06534859,7.152272256,66.37171179,1,36,0,20.20157245
49,72,15,31.55846339,67.83563765,7.137004749,74.86960831,1,27,0,21.55846339
24,80,19,29.67892453,69.0854554,6.808041722,65.66436565,1,9,0,19.67892453
49,76,18,27.05365239,67.7017527,7.393631868,60.4693835,1,11,0,17.05365239
28,68,19,34.63880966,61.38597868,7.69950698,72.43169115,1,35,0,24.63880966
55,78,21,33.39438752,62.93692886,6.602888249,63.57445989,1,26,0,23.394387520000002
50,64,25,28.84079155,63.37230676,6.734447425,70.25496749,1,18,0,18.84079155
34,80,19,31.49338309,63.0563645,6.521217963,71.48327008,1,15,0,21.49338309
20,68,23,25.54960633,63.95425534,7.707332484,63.1830529,1,28,0,15.54960633
55,67,16,34.37329112,69.69366426,6.596719015,70.27184748,1,33,0,24.373291119999998
23,70,15,34.6008247,63.11296779,7.403623355,60.41790253,1,29,0,24.600824699999997
53,74,15,29.43463808,64.94329356,7.517097,72.17818157,1,24,0,19.43463808
26,67,16,29.10713092,67.90577375,7.17620823,67.83345933,1,20,0,19.10713092
33,80,22,28.57006111,65.71765781,6.593961761,70.0866434,1,16,0,18.57006111
37,79,19,27.54384835,69.3478631,7.143942758,69.40878198,1,38,0,17.54384835
33,75,21,33.04687968,68.93875631,6.690655045,62.30278274,1,25,0,23.046879680000004
22,55,20,33.95309131,69.96100028,7.423530351,61.16350463,1,19,0,23.953091309999998
20,68,17,30.11873003,60.11680815,6.578714843,71.72980375,1,6,0,20.11873003
43,68,20,29.57812712,66.17587668,7.497469256,69.43895491,1,30,0,19.57812712
44,76,22,27.26458947,68.01232937,7.775306272,68.91754359,1,1,0,17.26458947
34,60,16,31.35730791,64.24992106,7.322555223,63.85668948,1,32,0,21.35730791
21,72,17,31.52104732,66.55723677,7.580527339,61.71111448,1,1,0,21.52104732
25,68,19,29.39982732,64.25510719,7.108450121,67.47677295,1,0,0,19.39982732
41,62,15,29.38400259,64.14928485,7.358974541,65.24194361,1,31,0,19.38400259
28,65,23,28.38686534,61.88871127,7.405176138,74.24459122,1,12,0,18.38686534
35,64,15,28.47442276,63.53604453,6.500144962,69.5274407,1,13,0,18.47442276
52,58,16,30.64095781,61.14508627,7.167435834,71.36947525,1,5,0,20.64095781
58,75,25,25.25596239,61.36669662,7.261791753,68.64685069,1,34,0,15.25596239
34,66,19,32.97030511,60.18122078,7.586642101,73.44678678,1,17,0,22.970305109999998
52,70,16,33.66855394,66.60416867,7.534811833,67.32520551,1,23,0,23.668553940000002
23,57,19,32.83963757,67.99803573,7.251000789,73.40452716,1,2,0,22.83963757
42,58,25,27.45853567,62.90020977,6.513620918,69.46020927,1,8,0,17.45853567
37,62,17,25.68576704,69.84354028,7.121254928,74.62068748,1,37,0,15.685767040000002
44,75,22,30.0328403,64.14800537,7.574561547,71.21006868,1,14,0,20.0328403
21,80,20,28.20667264,68.27085245,7.350869792,64.32887142,1,10,0,18.20667264
56,76,16,28.27265858,61.18956161,7.513151076,63.29900785,1,21,0,18.27265858
29,76,15,28.5417236,64.2020154,7.025607706,69.68862306,1,36,0,18.5417236
43,61,20,26.87187036,61.61367264,6.804253866,63.51822045,1,27,0,16.87187036
55,60,15,32.79766751,68.77994074,7.163043872,64.11411069,1,9,0,22.797667509999997
44,63,15,26.42333018,64.51136845,7.338929556,63.46546487,1,11,0,16.42333018
29,67,21,29.79181107,63.38789228,6.621323612,63.02169909,1,35,0,19.79181107
47,63,16,27.44003279,67.10464369,6.661870999,72.50669768,1,26,0,17.44003279
40,68,17,34.1262979,65.14877461,7.733149554,70.40795007,1,18,0,24.126297899999997
58,61,15,30.94908189,64.23364112,7.402891666,62.78730907,1,21,0,20.94908189
41,74,18,28.75751783,61.02701476,6.599147298,73.37686831,1,36,0,18.75751783
58,79,17,27.24766491,66.10123083,7.04174124,62.31842057,1,27,0,17.24766491
27,62,24,28.63005477,66.770943,7.353876754,62.2737345,1,9,0,18.63005477
27,60,17,26.41768321,63.64698302,7.026795359,64.42177127,1,11,0,16.41768321
52,65,20,32.81705216,66.15665137,6.814301033,68.83924882,1,35,0,22.817052160000003
44,55,25,29.6321052,65.91359954,7.42160832,71.16331975,1,26,0,19.6321052
21,62,24,33.49077065,62.73317204,6.847382891,65.45328463,1,18,0,23.49077065
60,59,22,31.86847286,66.74217464,7.191522601,74.22238583,1,15,0,21.86847286
33,77,21,30.32992227,65.62971858,7.01285529,71.64631281,1,28,0,20.32992227
59,58,17,28.546224,66.31394098,7.368318809,62.83469851,1,33,0,18.546224
29,63,17,30.02629908,67.88811637,7.26154329,66.47264636,1,29,0,20.02629908
59,63,18,31.65531175,60.13263713,6.52669158,66.69096751,1,24,0,21.65531175
29,70,15,30.33499674,63.54718862,6.872594461,74.16699119,1,20,0,20.33499674
58,73,16,33.36984395,65.67718163,6.874142175,64.89517488,1,16,0,23.369843950000003
55,77,22,31.4345059,62.99303471,7.76061831,64.77651469,1,38,0,21.4345059
42,79,23,27.71678273,63.29103387,6.781841984,68.56507978,1,25,0,17.71678273
44,77,21,32.63918668,61.3009051,7.326980454,61.83876146,1,19,0,22.63918668
38,62,25,32.7477393,67.77954584,7.453975408,63.37784443,1,6,0,22.7477393
32,76,15,28.05153602,63.49802189,7.604110177,43.35795377,4,32,0,18.05153602
13,61,22,19.44084326,63.27771461,7.728832424,46.83130119,4,1,0,9.440843260000001
38,60,20,29.84823072,60.63872613,7.491217102,46.80452595,4,3,0,19.84823072
11,74,17,21.36383757,69.92375891,6.633864582,46.6352865,4,30,0,11.363837570000001
37,71,16,26.28663931,68.51966729,7.324863481,46.13833007,4,7,0,16.28663931
29,71,18,22.17499963,62.13873825,6.410441476,53.46622584,4,19,0,12.174999629999999
2,72,18,26.57597546,60.97876599,7.836719564,50.89110726,4,22,0,16.57597546
6,59,21,26.58972517,66.14007674,6.139215944,50.90994463,4,38,0,16.58972517
13,64,20,19.1345771,62.57526895,6.590571088,36.46946971,4,16,0,9.134577100000001
8,58,17,28.75273118,69.15640149,7.286049978,35.15426171,4,20,0,18.75273118
6,77,20,25.78746268,60.2816298,6.058306161,49.14337177,4,24,0,15.78746268
2,75,22,23.89271875,61.78779413,6.658605362,52.55730112,4,29,0,13.89271875
3,69,23,28.67408774,63.18832976,7.299360767,42.96018627,4,33,0,18.67408774
27,80,24,28.42062847,61.77336343,7.815210661,49.02366803,4,28,0,18.42062847
39,78,15,21.35499456,62.60136323,5.925391795,41.78219834,4,15,0,11.354994560000002
40,79,17,21.12695586,63.18738532,6.403683619,38.71834464,4,18,0,11.126955859999999
37,62,22,24.02037872,61.62313345,7.397546271,49.78102578,4,26,0,14.02037872
31,60,24,25.40474421,65.8567539,7.722335992,51.92057267,4,35,0,15.40474421
22,67,22,29.03017561,64.49166566,7.475926645,54.9393771,4,11,0,19.03017561
3,78,18,20.21368219,68.65257685,6.887130053,50.89732989,4,9,0,10.21368219
4,80,16,29.19585548,68.01965728,7.441976825,44.93261911,4,27,0,19.19585548
13,61,24,18.29783597,69.6897615,7.629910253,49.39111479,4,36,0,8.297835970000001
12,66,20,27.41434987,63.41785982,7.336117221,44.43177543,4,10,0,17.41434987
4,61,21,24.84063998,60.09116626,6.75020529,48.77790371,4,10,0,14.840639979999999
9,60,21,29.94413861,67.31323084,7.52178027,40.37113729,4,10,0,19.94413861
18,66,22,25.87990287,67.55109024,6.347379185,47.89645224,4,4,0,15.879902869999999
32,56,18,20.0467711,65.84395319,7.135251532,46.05333124,4,14,0,10.0467711
6,72,15,22.99451999,66.70897237,7.670178119,54.49044154,4,8,0,12.99451999
15,77,20,25.13163619,66.92642362,7.399749291,49.04015558,4,2,0,15.131636189999998
0,65,24,28.49584395,62.44616219,7.841496029,53.14531023,4,23,0,18.49584395
30,79,22,18.28766124,69.48515056,6.254216611,48.60449438,4,36,0,8.287661239999998
3,63,16,24.38041875,61.18458224,6.868881708,53.13946695,4,10,0,14.38041875
2,78,23,21.31852148,66.43934593,7.320514721,45.42616802,4,10,0,11.318521480000001
10,78,18,18.54141834,62.70637578,6.296976913,44.07819743,4,10,0,8.54141834
14,67,25,25.28710601,60.85993533,7.241151936,49.37369982,4,4,0,15.287106009999999
39,65,23,25.43459777,69.12613376,7.685959305,41.02682925,4,14,0,15.43459777
19,72,15,28.83600962,69.76112921,6.890760124,44.08562546,4,8,0,18.83600962
18,57,21,27.37659643,63.93927841,6.155915975,49.47371773,4,2,0,17.37659643
31,58,15,28.31886863,60.19461399,6.167855382,45.36521251,4,23,0,18.31886863
28,58,25,27.4818649,62.04814951,6.861640036,37.81123974,4,30,0,17.4818649
5,65,19,18.28072173,68.10365387,6.978361689,48.80253285,4,7,0,8.28072173
16,65,19,27.61204997,69.29786244,7.043160241,42.72374404,4,19,0,17.61204997
34,65,19,23.43974653,63.22011726,5.94239222,45.40277297,4,22,0,13.43974653
14,69,19,20.95628486,63.68128841,7.239455147,52.39881209,4,38,0,10.95628486
22,55,16,23.7937153,68.03209183,6.516317561,49.73922097,4,16,0,13.793715299999999
24,61,17,22.6371424,65.44544859,6.233269045,38.30411077,4,20,0,12.637142399999998
2,79,15,21.53577883,65.47227704,7.505283615,35.75107592,4,24,0,11.535778830000002
26,63,17,29.87854588,65.73085206,6.950300686,44.95654782,4,29,0,19.87854588
27,61,15,25.2653291,67.10004577,6.958054839,48.33941188,4,33,0,15.265329099999999
24,70,16,25.17885316,68.93307305,6.54803469,35.03484812,4,10,0,15.17885316
13,74,25,24.12192608,61.09533545,6.461618577,44.23629285,4,23,0,14.121926080000001
6,64,23,23.33565221,67.40460704,7.065264073,36.18678721,4,2,0,13.33565221
12,58,23,21.74600081,63.39503184,6.765091462,50.43306085,4,37,0,11.746000810000002
32,79,22,27.60195453,63.46170674,5.91645379,54.37814199,4,8,0,17.60195453
6,68,18,24.388717,62.50453062,6.711341147,47.26052494,4,14,0,14.388717
10,79,20,24.98287462,66.895409,6.379881442,38.21370568,4,27,0,14.98287462
38,77,22,28.234829,69.3159965,6.313284268,35.36831423,4,24,0,18.234829
17,74,17,26.03026959,69.55863145,7.393210848,37.11395801,4,16,0,16.03026959
26,68,24,28.04849594,64.07691942,7.504930973,37.15824966,4,20,0,18.04849594
23,75,17,24.87425505,64.00213929,7.198076286,48.28137482,4,14,0,14.874255049999999
32,78,22,23.97081395,62.35557553,7.007037515,53.40906048,4,14,0,13.97081395
19,79,19,20.06003985,67.76252583,6.677262562,42.89509057,4,14,0,10.060039849999999
22,60,18,19.59221047,61.28633405,6.74398035,41.7704893,4,14,0,9.592210470000001
28,69,16,29.77013109,66.29327012,6.547361618,35.69674138,4,2,0,19.77013109
1,67,21,27.52135365,60.53657684,6.551577598,48.06491307,4,2,0,17.52135365
12,67,23,25.62896213,63.14909763,6.585020303,45.49683991,4,2,0,15.628962130000001
36,67,20,20.39078312,60.47528931,6.924042372,53.31508572,4,10,0,10.390783119999998
28,70,21,25.39038396,60.4989659,7.437373666,39.18374505,4,10,0,15.390383960000001
12,71,19,24.91079638,60.71367427,7.142611056,42.19740397,4,10,0,14.91079638
22,68,16,27.70496805,63.20915034,7.74672376,37.46160727,4,32,0,17.70496805
26,66,22,18.06486101,65.1034354,6.300479414,51.54922825,4,1,0,8.064861010000001
16,65,16,18.13027797,62.45851612,6.078724107,50.6128521,4,3,0,8.130277970000002
14,59,22,23.82723528,67.89815262,6.76660668,46.90725077,4,30,0,13.82723528
33,59,19,23.19305333,62.74710773,7.641024177,49.55213308,4,7,0,13.193053330000001
21,63,17,25.08966129,68.17543102,6.559681838,41.45486619,4,19,0,15.089661289999999
0,69,21,25.86928193,61.88321072,7.072923306,36.68284038,4,22,0,15.86928193
10,75,17,18.43966037,68.05394959,7.732194788,39.00992137,4,38,0,8.439660369999999
30,61,18,27.14911056,67.02664337,6.157782589,52.50812701,4,16,0,17.14911056
0,74,17,23.33375853,64.50515776,7.240988401,47.01510708,4,20,0,13.33375853
35,74,22,26.7230014,62.96841833,6.898905799,42.87274897,4,24,0,16.7230014
7,63,24,19.55750776,64.45268309,6.818681086,53.04669416,4,29,0,9.55750776
9,56,17,26.13708256,66.7729209,6.261937875,46.48280681,4,33,0,16.13708256
14,74,15,27.99990346,65.57653373,6.493036868,49.94043064,4,28,0,17.99990346
14,76,20,29.05941162,62.10652364,7.042474679,36.5011366,4,15,0,19.05941162
36,65,16,25.71269843,64.1123333,7.692013657,50.17067771,4,18,0,15.71269843
28,67,21,21.79792649,63.73086065,6.250994223,46.62370222,4,26,0,11.797926489999998
28,79,16,24.70626432,60.26854183,6.052184881,53.12442925,4,35,0,14.706264319999999
40,61,22,20.94981756,65.8108757,7.002216044,44.23913012,4,11,0,10.94981756
10,70,19,24.84918386,68.98088448,7.272427638,41.61080544,4,9,0,14.84918386
12,80,19,21.91041045,65.21662467,5.962001484,36.10211371,4,27,0,11.91041045
37,77,20,25.93381964,68.70533022,7.080506001,51.02372773,4,36,0,15.93381964
0,67,22,29.82112112,69.4073209,6.593798387,51.56461082,4,10,0,19.82112112
7,73,25,27.52185591,63.13215259,7.28805662,45.20841071,4,10,0,17.52185591
10,56,18,27.99627907,68.6428593,7.32710972,46.10585191,4,10,0,17.99627907
39,70,15,20.76774783,63.90164154,6.366355781,47.9271552,4,4,0,10.767747830000001
26,56,22,23.05276444,60.424786,7.011121216,52.60285259,4,14,0,13.05276444
9,77,17,21.65845777,63.58337146,6.280725549,38.07659414,4,8,0,11.658457769999998
4,59,19,26.25070298,67.62779652,7.621494566,40.8106299,4,2,0,16.25070298
34,73,15,20.97195263,63.83179889,7.630424083,53.10207889,4,23,0,10.97195263
33,77,15,23.89736406,66.32102048,7.802212437,40.74536757,4,36,0,13.897364060000001
2,24,38,24.55981624,91.63536236,5.922935513,111.9684622,12,0,0,14.55981624
6,18,37,19.65690085,89.93701023,5.937649578,108.0458926,12,31,0,9.65690085
8,26,36,18.78359608,87.4024767,6.804781106,102.5184759,12,12,0,8.783596079999999
37,18,39,24.1469628,94.5110662,6.424670614,110.2316633,12,13,0,14.1469628
0,27,38,22.44581266,89.90147027,6.738016221,109.3905998,12,5,0,12.445812660000001
31,25,38,24.96273236,92.40501423,6.497366677,109.4169192,12,34,0,14.96273236
21,21,38,22.5526059,89.3259486,6.327673765,104.8955643,12,17,0,12.5526059
6,30,40,22.77035608,91.45498527,6.36137446,106.9659201,12,23,0,12.770356079999999
25,27,41,19.20090378,94.27659596,6.923509371,108.0423555,12,2,0,9.20090378
15,11,38,23.12808226,92.68328358,6.630646083,109.3930157,12,8,0,13.12808226
14,5,36,24.92639065,85.19098079,5.832525853,104.7693804,12,37,0,14.926390649999998
16,10,41,24.77464458,85.63608688,6.738993954,105.7595811,12,14,0,14.77464458
36,7,37,19.8671184,86.35590206,5.782435567,108.3168858,12,10,0,9.867118399999999
4,20,41,24.26601316,93.7974061,6.537042717,104.5375109,12,21,0,14.26601316
29,22,40,23.62600218,89.73266695,6.145104401,107.6836871,12,36,0,13.62600218
16,15,42,19.67832052,89.08935702,6.890784045,108.5468633,12,27,0,9.67832052
18,27,41,22.36509395,92.30882391,7.175344328,104.8216333,12,9,0,12.365093949999999
11,18,42,21.57936934,94.88267728,5.938528744,102.8593382,12,11,0,11.57936934
5,15,38,18.26233221,88.16779129,5.709380472,108.0756727,12,35,0,8.26233221
18,23,44,23.71028128,89.61794165,6.184400085,105.6499907,12,26,0,13.71028128
9,8,40,22.48720144,89.9224883,6.553509673,111.6631582,12,18,0,12.48720144
40,27,45,21.6602498,94.79397419,5.885638185,112.4349689,12,15,0,11.660249799999999
22,23,44,20.13037175,89.31505137,6.143874691,107.3416913,12,28,0,10.130371749999998
9,16,39,18.41164435,91.11927248,6.101198974,105.1834976,12,33,0,8.41164435
12,29,40,19.68291173,89.75272999,6.594037135,111.2818551,12,29,0,9.68291173
0,17,42,23.20242586,91.19442671,6.859840821,109.0946323,12,24,0,13.202425860000002
2,21,44,18.92157197,87.31290342,6.56893406,102.8013275,12,20,0,8.921571969999999
28,6,40,22.10621387,91.34039616,6.769855664,106.8704803,12,16,0,12.106213870000001
8,23,44,18.47412402,89.68919664,7.130837931,108.4758509,12,38,0,8.474124020000001
29,16,36,19.81069447,88.92944254,5.740338002,102.860084,12,25,0,9.810694470000001
17,18,43,24.4880844,90.83687246,5.843005428,103.1969341,12,19,0,14.488084400000002
34,21,42,18.75927679,89.93457597,6.648687274,111.0196744,12,6,0,8.759276790000001
21,23,42,19.54128063,90.29751796,6.902751061,104.3739878,12,30,0,9.54128063
25,17,40,18.91251245,87.74938524,6.608023872,111.2800516,12,1,0,8.912512450000001
8,25,36,19.91330523,94.95031368,6.828522375,104.0277061,12,32,0,9.913305229999999
26,18,42,19.72620525,89.64934166,6.910374919,108.2287276,12,1,0,9.72620525
4,19,42,23.83185873,87.84034604,6.306605528,111.2232716,12,10,0,13.83185873
36,24,41,24.94467632,94.25702672,7.009180374,103.8799347,12,21,0,14.94467632
5,24,40,24.692258,93.87030088,6.297907579,104.6735454,12,36,0,14.692257999999999
19,17,39,24.72485577,85.56083187,6.728599215,111.2787584,12,27,0,14.724855770000001
39,30,38,20.12644921,87.59629625,6.965156738,108.065579,12,9,0,10.12644921
5,29,44,21.02432943,93.0569505,5.578095745,104.7847006,12,11,0,11.024329430000002
4,24,43,22.40423537,88.1508343,7.199504273,109.8695196,12,35,0,12.404235369999999
38,21,35,20.33691147,89.38003827,5.841367187,110.9653137,12,26,0,10.33691147
37,11,36,24.24779615,85.56033312,6.710143266,106.9216033,12,18,0,14.24779615
9,25,41,24.81530144,91.90842992,5.972714857,109.2853418,12,15,0,14.815301439999999
29,22,43,19.66329768,87.95158129,5.561851831,106.0380805,12,28,0,9.66329768
5,21,38,22.43377991,90.3396556,6.107054808,112.459697,12,33,0,12.433779909999998
22,26,38,22.92052307,85.12912161,6.988035315,110.2437841,12,29,0,12.920523070000002
4,18,37,22.91843172,85.40695044,7.13147457,106.2817706,12,24,0,12.918431720000001
21,6,41,24.88244467,89.39686219,7.086947687,107.1951707,12,20,0,14.882444670000002
29,21,45,23.40981539,93.13277,6.749260456,105.2240743,12,16,0,13.409815389999999
23,5,44,21.20725375,94.26304717,7.16300467,107.5660804,12,38,0,11.20725375
13,7,43,18.20230419,91.12282162,7.013481515,109.6623974,12,25,0,8.20230419
5,13,37,22.34375696,89.7870345,5.648243649,103.3183074,12,19,0,12.34375696
27,24,41,24.32770134,90.88292835,6.610251186,110.4606459,12,6,0,14.32770134
7,23,35,19.75088482,88.71691157,7.054313823,102.5538035,12,30,0,9.75088482
12,20,39,19.86173586,86.19740917,6.026999326,111.0217929,12,1,0,9.86173586
4,19,43,18.07132963,93.14554876,5.779427402,106.3602023,12,32,0,8.071329630000001
3,9,45,23.89162561,89.61850203,6.535244251,104.617522,12,1,0,13.891625609999998
1,27,36,23.98598756,93.34236582,5.684995235,104.991282,12,0,0,13.985987560000002
23,30,44,20.93892916,85.42912869,6.12476108,103.0295938,12,31,0,10.93892916
24,21,42,20.82210727,87.22815682,6.999014379,109.4429934,12,12,0,10.82210727
13,30,37,20.86474944,91.61793636,6.277148771,106.8685636,12,13,0,10.86474944
40,11,44,24.45840036,86.10874614,6.322396027,111.3779693,12,5,0,14.458400359999999
21,9,40,24.51147697,90.64498715,5.956401828,105.6209954,12,34,0,14.51147697
3,27,44,24.56811204,92.03009222,6.591302797,110.9633894,12,17,0,14.568112039999999
40,29,42,24.63228709,89.01574455,7.104094929,110.6956184,12,23,0,14.632287089999998
14,25,40,20.07386547,90.97819712,6.407872061,103.7084055,12,2,0,10.073865470000001
38,14,37,21.80523051,94.63612858,6.658402594,102.6488846,12,8,0,11.805230510000001
34,9,36,22.8122645,86.34233767,6.276038961,110.4432293,12,37,0,12.812264500000001
32,14,37,22.73031253,88.48567856,6.825256236,104.6843243,12,14,0,12.730312529999999
18,21,35,23.2801227,94.94330457,6.368560522,111.1382096,12,10,0,13.2801227
8,23,38,19.30106297,87.1775172,7.005410734,105.4766591,12,21,0,9.30106297
15,6,41,19.0087067,88.83768149,6.897368477,108.6793978,12,36,0,9.008706700000001
0,5,36,24.35193812,90.88612388,6.152906502,105.529185,12,27,0,14.35193812
22,9,44,24.72235539,88.87651295,5.744361602,112.1926517,12,9,0,14.72235539
14,8,43,21.92513945,94.46485312,7.051654924,111.7162016,12,11,0,11.92513945
31,11,45,24.83954414,86.88738076,6.034612928,107.6435771,12,35,0,14.839544140000001
39,17,45,18.09691127,90.42177379,6.924490731,104.88189,12,26,0,8.09691127
